beta_ising,temperature_inverse_beta,beta_dir,dataset_label,edge_alignment,domain_wall_fraction,n_edges,source_dataset_path
0.35,2.857143,beta_0p35,dataset_088,0.9281381241,0.0359309379,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_088
0.35,2.857143,beta_0p35,dataset_089,0.9200367647,0.0399816176,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p35/dataset_089
0.37,2.702703,beta_0p37,dataset_000,0.9170423805,0.0414788097,2218,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_000
0.37,2.702703,beta_0p37,dataset_001,0.8932842686,0.0533578657,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_001
0.37,2.702703,beta_0p37,dataset_002,0.8625812442,0.0687093779,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_002
0.37,2.702703,beta_0p37,dataset_003,0.8654377880,0.0672811060,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_003
0.37,2.702703,beta_0p37,dataset_004,0.9087557604,0.0456221198,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_004
0.37,2.702703,beta_0p37,dataset_005,0.8864382919,0.0567808541,2131,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_005
0.37,2.702703,beta_0p37,dataset_006,0.8558972006,0.0720513997,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_006
0.37,2.702703,beta_0p37,dataset_007,0.8818565401,0.0590717300,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_007
0.37,2.702703,beta_0p37,dataset_008,0.8914443422,0.0542778289,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_008
0.37,2.702703,beta_0p37,dataset_009,0.8784222738,0.0607888631,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_009
0.37,2.702703,beta_0p37,dataset_010,0.8734411085,0.0632794457,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_010
0.37,2.702703,beta_0p37,dataset_011,0.8836565097,0.0581717452,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_011
0.37,2.702703,beta_0p37,dataset_012,0.9024390244,0.0487804878,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_012
0.37,2.702703,beta_0p37,dataset_013,0.9201877934,0.0399061033,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_013
0.37,2.702703,beta_0p37,dataset_014,0.9295317571,0.0352341215,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_014
0.37,2.702703,beta_0p37,dataset_015,0.8940092166,0.0529953917,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_015
0.37,2.702703,beta_0p37,dataset_016,0.8885306310,0.0557346845,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_016
0.37,2.702703,beta_0p37,dataset_017,0.9393661001,0.0303169499,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_017
0.37,2.702703,beta_0p37,dataset_018,0.8950276243,0.0524861878,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_018
0.37,2.702703,beta_0p37,dataset_019,0.9057736721,0.0471131640,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_019
0.37,2.702703,beta_0p37,dataset_020,0.8861940299,0.0569029851,2144,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_020
0.37,2.702703,beta_0p37,dataset_021,0.9107225035,0.0446387483,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_021
0.37,2.702703,beta_0p37,dataset_022,0.9158964880,0.0420517560,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_022
0.37,2.702703,beta_0p37,dataset_023,0.9382488479,0.0308755760,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_023
0.37,2.702703,beta_0p37,dataset_024,0.9018972698,0.0490513651,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_024
0.37,2.702703,beta_0p37,dataset_025,0.9039341263,0.0480329369,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_025
0.37,2.702703,beta_0p37,dataset_026,0.9243697479,0.0378151261,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_026
0.37,2.702703,beta_0p37,dataset_027,0.9147392290,0.0426303855,2205,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_027
0.37,2.702703,beta_0p37,dataset_028,0.9244587748,0.0377706126,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_028
0.37,2.702703,beta_0p37,dataset_029,0.9297921478,0.0351039261,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_029
0.37,2.702703,beta_0p37,dataset_030,0.9354838710,0.0322580645,2201,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_030
0.37,2.702703,beta_0p37,dataset_031,0.9010732618,0.0494633691,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_031
0.37,2.702703,beta_0p37,dataset_032,0.9280037401,0.0359981300,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_032
0.37,2.702703,beta_0p37,dataset_033,0.9153881915,0.0423059042,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_033
0.37,2.702703,beta_0p37,dataset_034,0.8405594406,0.0797202797,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_034
0.37,2.702703,beta_0p37,dataset_035,0.8807082945,0.0596458527,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_035
0.37,2.702703,beta_0p37,dataset_036,0.9401869159,0.0299065421,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_036
0.37,2.702703,beta_0p37,dataset_037,0.8902606310,0.0548696845,2187,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_037
0.37,2.702703,beta_0p37,dataset_038,0.9031206334,0.0484396833,2147,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_038
0.37,2.702703,beta_0p37,dataset_039,0.8921933086,0.0539033457,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_039
0.37,2.702703,beta_0p37,dataset_040,0.9289667897,0.0355166052,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_040
0.37,2.702703,beta_0p37,dataset_041,0.8995391705,0.0502304147,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_041
0.37,2.702703,beta_0p37,dataset_042,0.9194379391,0.0402810304,2135,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_042
0.37,2.702703,beta_0p37,dataset_043,0.8814814815,0.0592592593,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_043
0.37,2.702703,beta_0p37,dataset_044,0.9075514874,0.0462242563,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_044
0.37,2.702703,beta_0p37,dataset_045,0.8845625286,0.0577187357,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_045
0.37,2.702703,beta_0p37,dataset_046,0.8729565624,0.0635217188,2141,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_046
0.37,2.702703,beta_0p37,dataset_047,0.8701180745,0.0649409628,2202,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_047
0.37,2.702703,beta_0p37,dataset_048,0.9043639740,0.0478180130,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_048
0.37,2.702703,beta_0p37,dataset_049,0.8963442851,0.0518278575,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_049
0.37,2.702703,beta_0p37,dataset_050,0.9245107176,0.0377446412,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_050
0.37,2.702703,beta_0p37,dataset_051,0.9126350399,0.0436824800,2129,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_051
0.37,2.702703,beta_0p37,dataset_052,0.9078641228,0.0460679386,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_052
0.37,2.702703,beta_0p37,dataset_053,0.9217470428,0.0391264786,2198,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_053
0.37,2.702703,beta_0p37,dataset_054,0.8846863469,0.0576568266,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_054
0.37,2.702703,beta_0p37,dataset_055,0.9040074557,0.0479962721,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_055
0.37,2.702703,beta_0p37,dataset_056,0.8992212552,0.0503893724,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_056
0.37,2.702703,beta_0p37,dataset_057,0.8888374247,0.0555812876,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_057
0.37,2.702703,beta_0p37,dataset_058,0.8851630684,0.0574184658,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_058
0.37,2.702703,beta_0p37,dataset_059,0.8983833718,0.0508083141,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_059
0.37,2.702703,beta_0p37,dataset_060,0.9252847380,0.0373576310,2195,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_060
0.37,2.702703,beta_0p37,dataset_061,0.9061913696,0.0469043152,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_061
0.37,2.702703,beta_0p37,dataset_062,0.9014148791,0.0492925605,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_062
0.37,2.702703,beta_0p37,dataset_063,0.9246861925,0.0376569038,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_063
0.37,2.702703,beta_0p37,dataset_064,0.9020065329,0.0489967336,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_064
0.37,2.702703,beta_0p37,dataset_065,0.9195561720,0.0402219140,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_065
0.37,2.702703,beta_0p37,dataset_066,0.8851851852,0.0574074074,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_066
0.37,2.702703,beta_0p37,dataset_067,0.8980716253,0.0509641873,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_067
0.37,2.702703,beta_0p37,dataset_068,0.8740740741,0.0629629630,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_068
0.37,2.702703,beta_0p37,dataset_069,0.8653667595,0.0673166202,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_069
0.37,2.702703,beta_0p37,dataset_070,0.9027777778,0.0486111111,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_070
0.37,2.702703,beta_0p37,dataset_071,0.8794622160,0.0602688920,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_071
0.37,2.702703,beta_0p37,dataset_072,0.9219693451,0.0390153275,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_072
0.37,2.702703,beta_0p37,dataset_073,0.8842676311,0.0578661844,2212,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_073
0.37,2.702703,beta_0p37,dataset_074,0.8958428506,0.0520785747,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_074
0.37,2.702703,beta_0p37,dataset_075,0.9059907834,0.0470046083,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_075
0.37,2.702703,beta_0p37,dataset_076,0.8925428439,0.0537285780,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_076
0.37,2.702703,beta_0p37,dataset_077,0.8545119705,0.0727440147,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_077
0.37,2.702703,beta_0p37,dataset_078,0.8855813953,0.0572093023,2150,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_078
0.37,2.702703,beta_0p37,dataset_079,0.8973418882,0.0513290559,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_079
0.37,2.702703,beta_0p37,dataset_080,0.8908418131,0.0545790934,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_080
0.37,2.702703,beta_0p37,dataset_081,0.9081632653,0.0459183673,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_081
0.37,2.702703,beta_0p37,dataset_082,0.9219825608,0.0390087196,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_082
0.37,2.702703,beta_0p37,dataset_083,0.8923433875,0.0538283063,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_083
0.37,2.702703,beta_0p37,dataset_084,0.9124767225,0.0437616387,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_084
0.37,2.702703,beta_0p37,dataset_085,0.9053308824,0.0473345588,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_085
0.37,2.702703,beta_0p37,dataset_086,0.9322033898,0.0338983051,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_086
0.37,2.702703,beta_0p37,dataset_087,0.9350411711,0.0324794145,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_087
0.37,2.702703,beta_0p37,dataset_088,0.8712085861,0.0643957070,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_088
0.37,2.702703,beta_0p37,dataset_089,0.9045854562,0.0477072719,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p37/dataset_089
0.39,2.564103,beta_0p39,dataset_000,0.9034676664,0.0482661668,2134,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_000
0.39,2.564103,beta_0p39,dataset_001,0.8927760109,0.0536119945,2201,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_001
0.39,2.564103,beta_0p39,dataset_002,0.9016544118,0.0491727941,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_002
0.39,2.564103,beta_0p39,dataset_003,0.8825705039,0.0587147480,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_003
0.39,2.564103,beta_0p39,dataset_004,0.9054680259,0.0472659870,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_004
0.39,2.564103,beta_0p39,dataset_005,0.8881700555,0.0559149723,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_005
0.39,2.564103,beta_0p39,dataset_006,0.9243046056,0.0378476972,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_006
0.39,2.564103,beta_0p39,dataset_007,0.8968880632,0.0515559684,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_007
0.39,2.564103,beta_0p39,dataset_008,0.8798521257,0.0600739372,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_008
0.39,2.564103,beta_0p39,dataset_009,0.8784786642,0.0607606679,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_009
0.39,2.564103,beta_0p39,dataset_010,0.9289387564,0.0355306218,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_010
0.39,2.564103,beta_0p39,dataset_011,0.9242282507,0.0378858746,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_011
0.39,2.564103,beta_0p39,dataset_012,0.8791512915,0.0604243542,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_012
0.39,2.564103,beta_0p39,dataset_013,0.8975069252,0.0512465374,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_013
0.39,2.564103,beta_0p39,dataset_014,0.8914942529,0.0542528736,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_014
0.39,2.564103,beta_0p39,dataset_015,0.8978568171,0.0510715914,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_015
0.39,2.564103,beta_0p39,dataset_016,0.9060027920,0.0469986040,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_016
0.39,2.564103,beta_0p39,dataset_017,0.9049394222,0.0475302889,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_017
0.39,2.564103,beta_0p39,dataset_018,0.8959484346,0.0520257827,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_018
0.39,2.564103,beta_0p39,dataset_019,0.9158964880,0.0420517560,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_019
0.39,2.564103,beta_0p39,dataset_020,0.8962616822,0.0518691589,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_020
0.39,2.564103,beta_0p39,dataset_021,0.9033007903,0.0483496048,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_021
0.39,2.564103,beta_0p39,dataset_022,0.8999532492,0.0500233754,2139,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_022
0.39,2.564103,beta_0p39,dataset_023,0.8701770313,0.0649114843,2203,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_023
0.39,2.564103,beta_0p39,dataset_024,0.8937644342,0.0531177829,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_024
0.39,2.564103,beta_0p39,dataset_025,0.9062784349,0.0468607825,2198,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_025
0.39,2.564103,beta_0p39,dataset_026,0.9421487603,0.0289256198,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_026
0.39,2.564103,beta_0p39,dataset_027,0.8801672085,0.0599163957,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_027
0.39,2.564103,beta_0p39,dataset_028,0.9257561870,0.0371219065,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_028
0.39,2.564103,beta_0p39,dataset_029,0.8690199721,0.0654900139,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_029
0.39,2.564103,beta_0p39,dataset_030,0.8827941866,0.0586029067,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_030
0.39,2.564103,beta_0p39,dataset_031,0.8841807910,0.0579096045,2124,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_031
0.39,2.564103,beta_0p39,dataset_032,0.9184807781,0.0407596109,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_032
0.39,2.564103,beta_0p39,dataset_033,0.9144583914,0.0427708043,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_033
0.39,2.564103,beta_0p39,dataset_034,0.8769230769,0.0615384615,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_034
0.39,2.564103,beta_0p39,dataset_035,0.8853974122,0.0573012939,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_035
0.39,2.564103,beta_0p39,dataset_036,0.8967266021,0.0516366989,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_036
0.39,2.564103,beta_0p39,dataset_037,0.9198526025,0.0400736988,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_037
0.39,2.564103,beta_0p39,dataset_038,0.9202931745,0.0398534127,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_038
0.39,2.564103,beta_0p39,dataset_039,0.9018972698,0.0490513651,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_039
0.39,2.564103,beta_0p39,dataset_040,0.8820776790,0.0589611605,2137,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_040
0.39,2.564103,beta_0p39,dataset_041,0.9010633380,0.0494683310,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_041
0.39,2.564103,beta_0p39,dataset_042,0.9148148148,0.0425925926,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_042
0.39,2.564103,beta_0p39,dataset_043,0.8868101029,0.0565949486,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_043
0.39,2.564103,beta_0p39,dataset_044,0.9369494669,0.0315252666,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_044
0.39,2.564103,beta_0p39,dataset_045,0.9073394495,0.0463302752,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_045
0.39,2.564103,beta_0p39,dataset_046,0.9086340795,0.0456829603,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_046
0.39,2.564103,beta_0p39,dataset_047,0.9074930620,0.0462534690,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_047
0.39,2.564103,beta_0p39,dataset_048,0.9057544178,0.0471227911,2207,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_048
0.39,2.564103,beta_0p39,dataset_049,0.8920428106,0.0539785947,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_049
0.39,2.564103,beta_0p39,dataset_050,0.9057208238,0.0471395881,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_050
0.39,2.564103,beta_0p39,dataset_051,0.8991825613,0.0504087193,2202,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_051
0.39,2.564103,beta_0p39,dataset_052,0.9106247150,0.0446876425,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_052
0.39,2.564103,beta_0p39,dataset_053,0.9276102088,0.0361948956,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_053
0.39,2.564103,beta_0p39,dataset_054,0.9042407661,0.0478796170,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_054
0.39,2.564103,beta_0p39,dataset_055,0.8875576037,0.0562211982,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_055
0.39,2.564103,beta_0p39,dataset_056,0.9306252853,0.0346873574,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_056
0.39,2.564103,beta_0p39,dataset_057,0.9044556729,0.0477721635,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_057
0.39,2.564103,beta_0p39,dataset_058,0.8957256928,0.0521371536,2129,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_058
0.39,2.564103,beta_0p39,dataset_059,0.8717472119,0.0641263941,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_059
0.39,2.564103,beta_0p39,dataset_060,0.8661778185,0.0669110907,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_060
0.39,2.564103,beta_0p39,dataset_061,0.8888888889,0.0555555556,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_061
0.39,2.564103,beta_0p39,dataset_062,0.9324200913,0.0337899543,2190,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_062
0.39,2.564103,beta_0p39,dataset_063,0.9411498416,0.0294250792,2209,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_063
0.39,2.564103,beta_0p39,dataset_064,0.8715935335,0.0642032333,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_064
0.39,2.564103,beta_0p39,dataset_065,0.9370952821,0.0314523589,2162,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_065
0.39,2.564103,beta_0p39,dataset_066,0.8855835240,0.0572082380,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_066
0.39,2.564103,beta_0p39,dataset_067,0.9035580524,0.0482209738,2136,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_067
0.39,2.564103,beta_0p39,dataset_068,0.8614043139,0.0692978430,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_068
0.39,2.564103,beta_0p39,dataset_069,0.8835584537,0.0582207732,2147,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_069
0.39,2.564103,beta_0p39,dataset_070,0.8560000000,0.0720000000,2125,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_070
0.39,2.564103,beta_0p39,dataset_071,0.8795738768,0.0602130616,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_071
0.39,2.564103,beta_0p39,dataset_072,0.9210897135,0.0394551433,2129,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_072
0.39,2.564103,beta_0p39,dataset_073,0.8900091659,0.0549954170,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p39/dataset_073
